SiteID,StudyID,Adjusted ESP with Coil (IWC),Furnace Fan Est. Airflow (CFM),Adjusted ESP with Coil (IWC) - All values,Furnace Fan Est. Airflow (CFM) All Values,Calculated alpha,Report ,Household Type,ESP Includes COIL,ESP Includes FILTER,Test Mode,Static Pressure (pascal),Static Pressure (in w. c.),Area (Sqft),Heated Floor Area (sqft),Heating Equipment Type,Cooling Equipment Type,State/Location,Comment,Air Handler Flow (CFM),Air Handler Flow (in w.c.),Pre-Retrofit (in w.c.),Post-Retrofit (in w.c.),Equipment Airflow Check (CFM),Capacity (Btu/hr),Total CFM,Filter pressure drop (Pa),Filter pressure drop (in w.c.),AC coil pressure drop (in w.c.),Supply plenum pressure wrt basement,ESP Post Coil (Pa),ESP Post Coil (in w.c.),a = P/Q2,AC tonnage,Furnace Location,"Location 1=attic, 2=basement, 3=closet, 4=outside, 5=garage",HOUSE_AGE,Construction,DUCTWORK_NEW,FURNACE_INSTALLED_WAC,FIRSTTIME_AC,DUCT_NUM_ZONES,DUCT_PERC_RIGIDMETAL,CITY,STATE,ZIP,Air Handler Watts,Motor Type,Furnace Input Capacity - High Fire (Btu/hr),Furnace Output Capacity - High Fire (Btu/hr),Furnace Input Capacity - Low Fire (Btu/hr),Furnace Output Capacity - Low Fire (Btu/hr),Blower Hp,Heating Setpoint (deg F),Cooling Setpoint (deg F),Sup. press. filter in place (Pa),Sup. press. TF in place (Pa),Filter pressure drop - fan only (Pa),Filter pressure drop - fan-only (in w.c.),ESP Post Coil - fan only(Pa),ESP Post Coil - fan-only (in w.c.),Supp. Press. Filter and TF ,TF CFM
DBF1*,3,,405,0.00,405,0.00E+00,Parker 1997,Single Family,NO,YES,,#VALUE!,,,,,,Florida,,,,,,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1*,3,,520,0.00,520,0.00E+00,Parker 1997,Single Family,NO,NO,,#VALUE!,,,,,,Florida,,,,,,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS1,3,,755,0.00,755,0.00E+00,Parker 1997,Single Family,NO,NO,,#VALUE!,,,,,,Florida,,,,,,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,5,0.42,1823,0.42,1823,1.28E-07,Proctor et al. 1996,Single Family,NO,YES,,55.3,0.22,,,,,Las Vegas,,,,,,,54700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.70,1573,0.70,1573,2.82E-07,Proctor et al. 1996,Single Family,NO,NO,,70,0.28,,,,,Las Vegas,,,,,,,47200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5,0.54,1540,0.54,1540,2.28E-07,Proctor et al. 1996,Single Family,NO,YES,,84,0.34,,,,,Las Vegas,,,,,,,46200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,0.56,1573,0.56,1573,2.27E-07,Proctor et al. 1996,Single Family,NO,YES,,89.6,0.36,,,,,Las Vegas,,,,,,,47200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,5,0.78,1950,0.78,1950,2.05E-07,Proctor et al. 1996,Single Family,NO,NO,,90.4,0.36,,,,,Las Vegas,,,,,,,58500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,5,0.58,753,0.58,753,1.02E-06,Proctor et al. 1996,Single Family,NO,YES,,93.6,0.38,,,,,Las Vegas,,,,,,,22600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,5,0.58,1573,0.58,1573,2.35E-07,Proctor et al. 1996,Single Family,NO,YES,,94.5,0.38,,,,,Las Vegas,,,,,,,47200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,5,0.63,1950,0.63,1950,1.65E-07,Proctor et al. 1996,Single Family,NO,YES,,105.6,0.42,,,,,Las Vegas,,,,,,,58500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,0.44,1307,0.44,1307,2.59E-07,Proctor et al. 1996,Single Family,YES,YES,,110,0.44,,,,,Las Vegas,,,,,,,39200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5,0.86,1367,0.86,1367,4.61E-07,Proctor et al. 1996,Single Family,NO,NO,,110.5,0.44,,,,,Las Vegas,,,,,,,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,5,0.88,1333,0.88,1333,4.93E-07,Proctor et al. 1996,Single Family,NO,NO,,114.2,0.46,,,,,Las Vegas,,,,,,,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,5,0.67,1307,0.67,1307,3.93E-07,Proctor et al. 1996,Single Family,NO,YES,,116.5,0.47,,,,,Las Vegas,,,,,,,39200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,5,0.89,1220,0.89,1220,5.97E-07,Proctor et al. 1996,Single Family,NO,NO,,117.3,0.47,,,,,Las Vegas,,,,,,,36600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,5,0.89,800,0.89,800,1.39E-06,Proctor et al. 1996,Single Family,NO,NO,,118.3,0.48,,,,,Las Vegas,,,,,,,24000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,5,0.68,1933,0.68,1933,1.83E-07,Proctor et al. 1996,Single Family,NO,YES,,119.8,0.48,,,,,Las Vegas,,,,,,,58000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5,0.69,1860,0.69,1860,1.99E-07,Proctor et al. 1996,Single Family,NO,YES,,120.8,0.49,,,,,Las Vegas,,,,,,,55800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,5,0.69,,0.69,0,#DIV/0!,Proctor et al. 1996,Single Family,NO,YES,,121,0.49,,,,,Las Vegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,5,0.70,1600,0.70,1600,2.75E-07,Proctor et al. 1996,Single Family,NO,YES,,125,0.50,,,,,Las Vegas,,,,,,,48000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,5,0.92,1573,0.92,1573,3.73E-07,Proctor et al. 1996,Single Family,NO,NO,,125.8,0.51,,,,,Las Vegas,,,,,,,47200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,5,0.71,800,0.71,800,1.11E-06,Proctor et al. 1996,Single Family,NO,YES,,126.6,0.51,,,,,Las Vegas,,,,,,,24000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,5,0.93,1220,0.93,1220,6.22E-07,Proctor et al. 1996,Single Family,NO,NO,,126.8,0.51,,,,,Las Vegas,,,,,,,36600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,5,0.74,973,0.74,973,7.76E-07,Proctor et al. 1996,Single Family,NO,YES,,132.7,0.53,,,,,Las Vegas,,,,,,,29200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,5,0.75,1567,0.75,1567,3.04E-07,Proctor et al. 1996,Single Family,NO,YES,,135.5,0.54,,,,,Las Vegas,,,,,,,47000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,0.75,1267,0.75,1267,4.68E-07,Proctor et al. 1996,Single Family,NO,YES,,136.5,0.55,,,,,Las Vegas,,,,,,,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,5,0.98,1307,0.98,1307,5.75E-07,Proctor et al. 1996,Single Family,NO,NO,,140.4,0.56,,,,,Las Vegas,,,,,,,39200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,5,0.99,1503,0.99,1503,4.36E-07,Proctor et al. 1996,Single Family,NO,NO,,141.5,0.57,,,,,Las Vegas,,,,,,,45100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,5,0.78,1533,0.78,1533,3.33E-07,Proctor et al. 1996,Single Family,NO,YES,,144.3,0.58,,,,,Las Vegas,,,,,,,46000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,5,0.81,1123,0.81,1123,6.41E-07,Proctor et al. 1996,Single Family,NO,YES,,151,0.61,,,,,Las Vegas,,,,,,,33700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,5,0.83,753,0.83,753,1.45E-06,Proctor et al. 1996,Single Family,NO,YES,,155.1,0.62,,,,,Las Vegas,,,,,,,22600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,0.83,1267,0.83,1267,5.15E-07,Proctor et al. 1996,Single Family,NO,YES,,155.4,0.62,,,,,Las Vegas,,,,,,,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,5,0.83,1933,0.83,1933,2.23E-07,Proctor et al. 1996,Single Family,NO,YES,,157.4,0.63,,,,,Las Vegas,,,,,,,58000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,0.85,1540,0.85,1540,3.57E-07,Proctor et al. 1996,Single Family,NO,YES,,160.2,0.64,,,,,Las Vegas,,,,,,,46200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,5,0.89,1567,0.89,1567,3.62E-07,Proctor et al. 1996,Single Family,NO,YES,,170.7,0.69,,,,,Las Vegas,,,,,,,47000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,5,0.89,1180,0.89,1180,6.42E-07,Proctor et al. 1996,Single Family,NO,YES,,172.3,0.69,,,,,Las Vegas,,,,,,,35400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,5,0.95,1573,0.95,1573,3.84E-07,Proctor et al. 1996,Single Family,NO,YES,,186.3,0.75,,,,,Las Vegas,,,,,,,47200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,5,1.17,1123,1.17,1123,9.26E-07,Proctor et al. 1996,Single Family,NO,NO,,187,0.75,,,,,Las Vegas,,,,,,,33700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3219,6,0.34,1035,0.34,1035,3.20E-07,Proctor et al. 1998,Single Family,NO,YES,,35,0.14,,,,,New Jersey ,,,,,,1035,,34600,,,,,,,4.06506E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9031,6,0.42,945,0.42,945,4.65E-07,Proctor et al. 1998,Single Family,NO,YES,,53,0.21,,,,,New Jersey ,,,,,,945,,28200,,,,,,,7.55269E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4362,6,0.43,894,0.43,894,5.40E-07,Proctor et al. 1998,Single Family,NO,YES,,57,0.23,,,,,New Jersey ,,,,,,894,,28200,,,,,,,8.1227E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,6,0.73,1041,0.73,1041,6.74E-07,Proctor et al. 1998,Single Family,NO,NO,,78,0.31,,,,,New Jersey ,,,,,,1041,,28000,,,,,,,1.11947E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2421,6,0.74,931,0.74,931,8.50E-07,Proctor et al. 1998,Single Family,NO,NO,,80,0.32,,,,,New Jersey ,,,,,,931,,35400,,,,,,,9.04753E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10535,6,0.54,960,0.54,960,5.81E-07,Proctor et al. 1998,Single Family,NO,YES,,83,0.33,,,,,New Jersey ,,,,,,960,,24400,,,,,,,1.36698E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6750,6,0.64,1265,0.64,1265,3.98E-07,Proctor et al. 1998,Single Family,NO,YES,,108,0.43,,,,,New Jersey ,,,,,,1265,,42000,,,,,,,1.03335E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7710,6,0.66,1202,0.66,1202,4.57E-07,Proctor et al. 1998,Single Family,NO,YES,,114,0.46,,,,,New Jersey ,,,,,,1202,,35400,,,,,,,1.29413E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4941,6,0.70,917,0.70,917,8.28E-07,Proctor et al. 1998,Single Family,NO,YES,,123,0.49,,,,,New Jersey ,,,,,,917,,29600,,,,,,,1.66989E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3343,6,0.97,1112,0.97,1112,7.85E-07,Proctor et al. 1998,Single Family,NO,NO,,138,0.55,,,,,New Jersey ,,,,,,1112,,42000,,,,,,,1.31753E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12910,6,0.77,1405,0.77,1405,3.89E-07,Proctor et al. 1998,Single Family,NO,YES,,141,0.57,,,,,New Jersey ,,,,,,1405,,33800,,,,,,,1.6764E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,6,0.99,1000,0.99,1000,9.92E-07,Proctor et al. 1998,Single Family,NO,NO,,143,0.57,,,,,New Jersey ,,,,,,1000,,29000,,,,,,,1.98159E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,6,0.80,920,0.80,920,9.51E-07,Proctor et al. 1998,Single Family,NO,YES,,150,0.60,,,,,New Jersey ,,,,,,920,,24000,,,,,,,2.51163E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3126,6,0.98,956,0.98,956,1.07E-06,Proctor et al. 1998,Single Family,NO,YES,,193,0.78,,,,,New Jersey ,,,,,,956,,33600,,,,,,,2.3083E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13129,6,1.00,669,1.00,669,2.23E-06,Proctor et al. 1998,Single Family,NO,YES,,198,0.80,,,,,New Jersey ,,,,,,669,,23000,,,,,,,3.46298E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,7,0.40,720,0.40,720,7.62E-07,Proctor 1998,Single Family,NO,YES,,48,0.19,,,,,New Jersey,,720,,,,,33400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,7,0.63,812,0.63,812,9.55E-07,Proctor 1998,Single Family,NO,NO,,53,0.21,,,,,New Jersey,,812,,,,,58000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,7,0.42,1248,0.42,1248,2.72E-07,Proctor 1998,Single Family,NO,YES,,55,0.22,,,,,New Jersey,,1248,,,,,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,7,0.44,1530,0.44,1530,1.86E-07,Proctor 1998,Single Family,NO,YES,,58,0.23,,,,,New Jersey,,1530,,,,,56000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,7,0.67,1153,0.67,1153,5.01E-07,Proctor 1998,Single Family,NO,NO,,62,0.25,,,,,New Jersey,,1153,,,,,35600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,7,0.48,881,0.48,881,6.13E-07,Proctor 1998,Single Family,NO,YES,,68,0.27,,,,,New Jersey,,881,,,,,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,7,0.69,1046,0.69,1046,6.31E-07,Proctor 1998,Single Family,NO,NO,,68,0.27,,,,,New Jersey,,1046,,,,,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,7,0.69,891,0.69,891,8.74E-07,Proctor 1998,Single Family,NO,NO,,69,0.28,,,,,New Jersey,,891,,,,,46000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,7,0.48,759,0.48,759,8.39E-07,Proctor 1998,Single Family,NO,YES,,70,0.28,,,,,New Jersey,,759,,,,,35400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,0.50,1380,0.50,1380,2.64E-07,Proctor 1998,Single Family,NO,YES,,75,0.30,,,,,New Jersey,,1380,,,,,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,7,0.74,1017,0.74,1017,7.14E-07,Proctor 1998,Single Family,NO,NO,,80,0.32,,,,,New Jersey,,1017,,,,,21600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,7,0.53,1443,0.53,1443,2.55E-07,Proctor 1998,Single Family,NO,YES,,82,0.33,,,,,New Jersey,,1443,,,,,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,7,0.75,894,0.75,894,9.44E-07,Proctor 1998,Single Family,NO,NO,,84,0.34,,,,,New Jersey,,894,,,,,23400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,7,0.56,828,0.56,828,8.11E-07,Proctor 1998,Single Family,NO,YES,,88,0.35,,,,,New Jersey,,828,,,,,24000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,0.56,1534,0.56,1534,2.36E-07,Proctor 1998,Single Family,NO,YES,,88,0.35,,,,,New Jersey,,1534,,,,,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,7,0.35,1324,0.35,1324,2.02E-07,Proctor 1998,Single Family,YES,YES,,88,0.35,,,,,New Jersey,,1324,,,,,33400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,7,0.77,717,0.77,717,1.51E-06,Proctor 1998,Single Family,NO,NO,,89,0.36,,,,,New Jersey,,717,,,,,35600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,7,0.78,1075,0.78,1075,6.74E-07,Proctor 1998,Single Family,NO,NO,,90,0.36,,,,,New Jersey,,1075,,,,,29400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,7,0.81,1499,0.81,1499,3.63E-07,Proctor 1998,Single Family,NO,NO,,99,0.40,,,,,New Jersey,,1499,,,,,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,7,0.82,664,0.82,664,1.86E-06,Proctor 1998,Single Family,NO,NO,,100,0.40,,,,,New Jersey,,664,,,,,22800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,7,0.83,1077,0.83,1077,7.16E-07,Proctor 1998,Single Family,NO,NO,,103,0.41,,,,,New Jersey,,1077,,,,,21600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,7,0.86,1261,0.86,1261,5.40E-07,Proctor 1998,Single Family,NO,NO,,110,0.44,,,,,New Jersey,,1261,,,,,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,7,0.45,783,0.45,783,7.28E-07,Proctor 1998,Single Family,YES,YES,,111,0.45,,,,,New Jersey,,783,,,,,23400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,7,0.68,1225,0.68,1225,4.51E-07,Proctor 1998,Single Family,NO,YES,,118,0.47,,,,,New Jersey,,1225,,,,,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,7,0.70,1670,0.70,1670,2.53E-07,Proctor 1998,Single Family,NO,YES,,125,0.50,,,,,New Jersey,,1670,,,,,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,7,0.72,1114,0.72,1114,5.84E-07,Proctor 1998,Single Family,NO,YES,,130,0.52,,,,,New Jersey,,1114,,,,,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,7,0.94,933,0.94,933,1.08E-06,Proctor 1998,Single Family,NO,NO,,131,0.53,,,,,New Jersey,,933,,,,,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,7,0.53,1487,0.53,1487,2.42E-07,Proctor 1998,Single Family,YES,YES,,133,0.53,,,,,New Jersey,,1487,,,,,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,7,0.96,1439,0.96,1439,4.65E-07,Proctor 1998,Single Family,NO,NO,,136,0.55,,,,,New Jersey,,1439,,,,,46000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,7,0.78,1199,0.78,1199,5.46E-07,Proctor 1998,Single Family,NO,YES,,145,0.58,,,,,New Jersey,,1199,,,,,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,7,0.59,940,0.59,940,6.73E-07,Proctor 1998,Single Family,YES,YES,,148,0.59,,,,,New Jersey,,940,,,,,46000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,7,0.81,1193,0.81,1193,5.71E-07,Proctor 1998,Single Family,NO,YES,,152,0.61,,,,,New Jersey,,1193,,,,,38273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,7,1.03,1316,1.03,1316,5.93E-07,Proctor 1998,Single Family,NO,NO,,152,0.61,,,,,New Jersey,,1316,,,,,42225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,7,0.84,1472,0.84,1472,3.86E-07,Proctor 1998,Single Family,NO,YES,,158,0.63,,,,,New Jersey,,1472,,,,,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,7,1.00,1090,1.00,1090,8.40E-07,Proctor 1998,Single Family,NO,YES,,198,0.80,,,,,New Jersey,,1090,,,,,36400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,7,1.08,1193,1.08,1193,7.58E-07,Proctor 1998,Single Family,NO,YES,,218,0.88,,,,,New Jersey,,1193,,,,,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,0.68,740,0.68,740,1.24E-06,Proctor 2005,Single Family,NO,YES,,119,0.48,,,,,Lake Hopatcong,,740,,,,,,,,,,,,,,18000,1ST FLOOR CLOSET,3,1970,OLD,0,0,No,1,100,LAKEWOOD,NJ,08701,,,,,,,,,,,,,,,,,
32,8,0.77,989,0.77,989,7.92E-07,Proctor 2005,Single Family,NO,NO,,89,0.36,,,,,Toms River,,989,,,,,,,,,,,,,,18000,1st floor closet,3,1966,OLD,0,0,No,1,100,LAKEWOOD,NJ,08701,,,,,,,,,,,,,,,,,
56,8,0.69,1311,0.69,1311,4.03E-07,Proctor 2005,Single Family,NO,YES,,122,0.49,,,,,Freehold,,1311,,,,,,,,,,,,,,36000,Basement,2,2002,NEW,1,1,Yes,1,100,CLARKSBURG,NJ,08510,,,,,,,,,,,,,,,,,
136,8,0.65,1056,0.65,1056,5.81E-07,Proctor 2005,Single Family,NO,YES,,111,0.45,,,,,Hackettstown,,1056,,,,,,,,,,,,,,30000,BASEMENT,2,2004,NEW,1,0,Yes,1,100,LAKE HOPATCONG,NJ,07849,,,,,,,,,,,,,,,,,
137,8,0.88,1108,0.88,1108,7.18E-07,Proctor 2005,Single Family,NO,YES,,169,0.68,,,,,Hackettstown,,1108,,,,,,,,,,,,,,18000,shelf in washroom,3,1975,OLD,0,0,No,1,100,LAKEWOOD,NJ,08701,,,,,,,,,,,,,,,,,
229,8,0.70,937,0.70,937,8.02E-07,Proctor 2005,Single Family,NO,YES,,125,0.50,,,,,Marlton,,937,,,,,,,,,,,,,,24000,1ST FLOOR CLOSET,3,1989,OLD,0,0,No,1,100,EDISON,NJ,08820,,,,,,,,,,,,,,,,,
246,8,0.57,1212,0.57,1212,3.89E-07,Proctor 2005,Single Family,NO,YES,,92,0.37,,,,,Marlton,,1212,,,,,,,,,,,,,,36000,CRAWLSPACE,2,1977,OLD,0,1,No,1,100,MEDFORD,NJ,08055,,,,,,,,,,,,,,,,,
250,8,0.46,890,0.46,890,5.78E-07,Proctor 2005,Single Family,YES,YES,,114,0.46,,,,,Marlton,,890,,,,,,,,,,,,,,48000,basement,2,2003,NEW,1,0,Yes,1,100,TINTON FALLS,NJ,07724,,,,,,,,,,,,,,,,,
261,8,0.65,1076,0.65,1076,5.60E-07,Proctor 2005,Single Family,NO,YES,,111,0.45,,,,,Mount Laurel,,1076,,,,,,,,,,,,,,48000,basement,2,1998,OLD,0,1,No,1,100,PRINCETON JUNCTION,NJ,08550,,,,,,,,,,,,,,,,,
268,8,0.85,1190,0.85,1190,6.04E-07,Proctor 2005,Single Family,NO,NO,,109,0.44,,,,,Woodbury Heights,,1190,,,,,,,,,,,,,,24000,closet center of house,3,1983,OLD,0,1,No,1,,MOUNT LAUREL,NJ,08054,,,,,,,,,,,,,,,,,
279,8,0.53,969,0.53,969,5.66E-07,Proctor 2005,Single Family,NO,YES,,82,0.33,,,,,Marlton,,969,,,,,,,,,,,,,,24000,mech room 1st floor,3,1972,OLD,0,1,No,1,100,PALMYRA,NJ,08065,,,,,,,,,,,,,,,,,
281,8,0.54,745,0.54,745,9.73E-07,Proctor 2005,Single Family,NO,YES,,84,0.34,,,,,Marlton,,745,,,,,,,,,,,,,,36000,Basement,2,,NA,1,0,Yes,1,90,SOUTHAMPTON,NJ,08088,,,,,,,,,,,,,,,,,
292,8,0.70,762,0.70,762,1.21E-06,Proctor 2005,Single Family,NO,NO,,71,0.29,,,,,Mount Laurel,,762,,,,,,,,,,,,,,30000,Basement,2,2003,NEW,1,1,Yes,1,90,MARLTON,NJ,08053,,,,,,,,,,,,,,,,,
335,8,0.93,845,0.93,845,1.30E-06,Proctor 2005,Single Family,NO,YES,,181,0.73,,,,,Merchantville,,845,,,,,,,,,,,,,,36000,basement,2,2003,NEW,1,1,Yes,3,100,ALLENTOWN,NJ,08501,,,,,,,,,,,,,,,,,
382,8,0.58,1183,0.58,1183,4.14E-07,Proctor 2005,Single Family,NO,YES,,94,0.38,,,,,Mount Laurel,,1183,,,,,,,,,,,,,,18000,mech. room 2nd fl,3,2003,NEW,1,1,Yes,1,15,BARNEGAT,NJ,08005,,,,,,,,,,,,,,,,,
414,8,0.97,1369,0.97,1369,5.18E-07,Proctor 2005,Single Family,NO,NO,,138,0.55,,,,,North Brunswick,,1369,,,,,,,,,,,,,,36000,1st floor closet,3,1985,OLD,0,0,No,1,100,MARLTON,NJ,08053,,,,,,,,,,,,,,,,,
439,8,0.73,873,0.73,873,9.61E-07,Proctor 2005,Single Family,NO,YES,,132,0.53,,,,,Fords,,873,,,,,,,,,,,,,,36000,BASEMENT,2,2003,NEW,1,1,Yes,1,100,TOMS RIVER,NJ,08755,,,,,,,,,,,,,,,,,
443,8,0.81,1013,0.81,1013,7.88E-07,Proctor 2005,Single Family,NO,YES,,151,0.61,,,,,Monroe Township,,1013,,,,,,,,,,,,,,24000,outside storage shed,4,1984,OLD,0,1,No,1,100,MARLTON,NJ,08053,,,,,,,,,,,,,,,,,
444,8,0.84,1083,0.84,1083,7.19E-07,Proctor 2005,Single Family,NO,NO,,106,0.43,,,,,Parlin,,1083,,,,,,,,,,,,,,30000,basement,2,1905,OLD,1,1,Yes,1,80,BOUND BROOK,NJ,08805,,,,,,,,,,,,,,,,,
458,8,0.86,918,0.86,918,1.02E-06,Proctor 2005,Single Family,NO,YES,,164,0.66,,,,,Rahway,,918,,,,,,,,,,,,,,36000,basement,2,2003,NEW,1,1,Yes,1,100,TOMS RIVER,NJ,08755,,,,,,,,,,,,,,,,,
475,8,0.94,1037,0.94,1037,8.70E-07,Proctor 2005,Single Family,NO,NO,,129,0.52,,,,,Whiting,,1037,,,,,,,,,,,,,,18000,garage,5,1977,OLD,0,1,No,1,100,BRIGANTINE,NJ,08203,,,,,,,,,,,,,,,,,
479,8,0.86,1027,0.86,1027,8.17E-07,Proctor 2005,Single Family,NO,YES,,164,0.66,,,,,South Amboy,,1027,,,,,,,,,,,,,,18000,1st floor closet,3,1962,OLD,0,0,No,1,100,LAKEWOOD,NJ,08701,,,,,,,,,,,,,,,,,
